Experience,Salary,Record_Count
-5,68247.0,1
11,-57205.0,1
-3,92665.0,1
1,-86068.0,1
-3,84056.0,1
-1,88383.0,1
-2,62194.0,1
2,-11720.0,1
12,-50393.0,1
-2,105972.0,1
1,-95609.0,1
-2,46237.0,1
6,-20589.0,1
-4,104760.0,1
3,-45331.0,1
-5,177629.0,1
-4,100727.0,1
3,-46663.0,1
-3,42894.0,1
-1,136745.0,1
-5,142266.0,1
-4,77791.0,1
13,-21481.0,1
10,-65399.0,1
-2,55482.0,1
15,-25525.0,1
-3,51265.0,1
10,-31923.0,1
15,-28159.0,1
-4,58048.0,1
0,-5820.0,1
4,-32795.0,1
-5,44159.0,1
3,-68955.0,1
11,-85913.0,1
2,-23050.0,1
-1,208218.0,1
-5,78169.0,1
2,-55382.0,1
15,-19695.0,1
-4,57213.0,1
-4,103142.0,1
-5,42909.0,1
15,-88308.0,1
22,-71743.0,1
4,-81385.0,1
-5,49443.0,1
3,-35903.0,1
13,-70147.0,1
5,-92392.0,1
4,-24349.0,1
-2,85166.0,1
6,-36007.0,1
-1,142740.0,1
-4,161689.0,1
6,-94901.0,1
0,-69415.0,1
1,-17180.0,1
21,-79445.0,1
14,-84692.0,1
7,-51675.0,1
8,-74565.0,1
0,-21629.0,1
7,-64076.0,1
-2,36958.0,1
0,-78625.0,1
2,-33743.0,1
1,-5380.0,1
0,-83091.0,1
-5,46373.0,1
4,-86080.0,1
-3,59183.0,1
1,-77100.0,1
-5,80372.0,1
-1,76097.0,1
-3,101702.0,1
5,-69124.0,1
-1,145845.0,1
-3,60918.0,1
0,-62028.0,1
3,-91360.0,1
6,-95187.0,1
0,-8007.0,1
1,-42652.0,1
-1,41731.0,1
1,-62992.0,1
-5,85165.0,1
8,-73063.0,1
-5,53749.0,1
1,-53800.0,1
-2,134331.0,1
-2,53898.0,1
-2,107142.0,1
0,-42231.0,1
2,-9061.0,1
0,-23877.0,1
5,-94227.0,1
2,-18083.0,1
-4,46259.0,1
-2,118772.0,1
3,-45411.0,1
1,-72674.0,1
9,-20777.0,1
2,-32387.0,1
2,-25538.0,1
5,-95266.0,1
-2,48259.0,1
-1,80720.0,1
-2,76496.0,1
-3,244207.0,1
10,-86700.0,1
14,-41357.0,1
-1,61416.0,1
2,-22024.0,1
-4,46929.0,1
8,-31782.0,1
13,-71648.0,1
-5,135437.0,1
4,-63226.0,1
-2,130510.0,1
-4,52835.0,1
1,-79861.0,1
-4,138923.0,1
7,-72810.0,1
6,-57256.0,1
-4,140257.0,1
1,-20996.0,1
-4,136726.0,1
-5,40905.0,1
-3,151399.0,1
-2,99103.0,1
3,-99506.0,1
6,-88900.0,1
-3,48481.0,1
-5,78854.0,1
-2,46644.0,1
14,-17711.0,1
3,-19244.0,1
2,-28983.0,1
-2,121282.0,1
3,-48874.0,1
2,-86520.0,1
-5,47820.0,1
-2,123549.0,1
5,-9581.0,1
-4,82458.0,1
-2,45871.0,1
7,-30455.0,1
8,-40093.0,1
11,-28149.0,1
12,-6795.0,1
15,-27671.0,1
-1,47035.0,1
-3,145153.0,1
-3,96468.0,1
-4,40651.0,1
-2,94339.0,1
-3,47906.0,1
-1,92266.0,1
-3,142743.0,1
4,-10926.0,1
4,-31058.0,1
3,-94780.0,1
6,-81949.0,1
1,-71043.0,1
1,-11198.0,1
0,-34594.0,1
-4,85237.0,1
9,-10316.0,1
1,-22573.0,1
15,-83058.0,1
-2,97785.0,1
-4,54494.0,1
0,-10565.0,1
6,-13429.0,1
-2,59466.0,1
8,-33314.0,1
0,-35946.0,1
5,-34890.0,1
-3,109679.0,1
14,-28502.0,1
14,-68849.0,1
3,-69025.0,1
-1,58418.0,1
-3,63487.0,1
9,-23923.0,1
-1,44961.0,1
-3,94476.0,1
-5,152977.0,1
0,-29967.0,1
-4,75880.0,1
3,-83020.0,1
13,-53263.0,1
14,-40503.0,1
-3,135450.0,1
1,-46955.0,1
-2,172431.0,1
-4,82601.0,1
-1,81359.0,1
5,-71492.0,1
-4,43622.0,1
15,-68478.0,1
-2,98269.0,1
-3,83567.0,1
-4,83031.0,1
-2,40604.0,1
3,-89175.0,1
-2,81846.0,1
-3,85966.0,1
5,-90094.0,1
1,-63266.0,1
1,-24454.0,1
-3,81264.0,1
5,-5212.0,1
-3,62348.0,1
1,-56331.0,1
-3,238503.0,1
7,-68725.0,1
1,-4601.0,1
-1,67437.0,1
-3,136311.0,1
0,-35279.0,1
2,-88973.0,1
3,-36539.0,1
0,-90318.0,1
4,-29001.0,1
6,-51518.0,1
10,-44512.0,1
-1,60111.0,1
3,-53198.0,1
1,-42984.0,1
3,-17046.0,1
14,-67121.0,1
-1,82744.0,1
-2,50211.0,1
0,-81405.0,1
6,-32925.0,1
3,-27036.0,1
9,-79380.0,1
1,-10386.0,1
8,-27464.0,1
3,-5529.0,1
9,-27708.0,1
5,-48004.0,1
-2,53789.0,1
-4,38933.0,1
2,-5058.0,1
0,-19967.0,1
-1,123957.0,1
-2,86168.0,1
-5,87642.0,1
-4,55939.0,1
3,-50773.0,1
-5,159138.0,1
-1,85475.0,1
-5,40135.0,1
-4,83924.0,1
-1,100546.0,1
13,-26216.0,1
-4,150570.0,1
-5,52474.0,1
-3,75317.0,1
8,-47918.0,1
-1,121139.0,1
-4,77068.0,1
3,-59763.0,1
-2,70220.0,1
3,-85778.0,1
8,-87430.0,1
7,-31925.0,1
-2,99246.0,1
-3,56214.0,1
6,-36793.0,1
-3,86514.0,1
11,-58527.0,1
-5,51195.0,1
-4,88380.0,1
-3,86535.0,1
8,-59679.0,1
4,-37554.0,1
-2,46166.0,1
-2,54149.0,1
4,-56589.0,1
2,-92984.0,1
6,-67868.0,1
-4,63681.0,1
4,-41825.0,1
-5,142872.0,1
-1,168278.0,1
-5,108294.0,1
7,-56304.0,1
6,-13525.0,1
13,-25088.0,1
12,-26511.0,1
5,-41309.0,1
8,-45540.0,1
-1,44070.0,1
0,-28011.0,1
5,-11511.0,1
-4,73479.0,1
15,-57241.0,1
7,-54991.0,1
7,-20502.0,1
7,-44858.0,1
-4,241098.0,1
4,-88826.0,1
2,-97319.0,1
-5,70679.0,1
5,-49115.0,1
-1,123611.0,1
19,-89055.0,1
-4,45069.0,1
2,-63455.0,1
-4,99082.0,1
3,-32431.0,1
-2,60139.0,1
25,-92848.0,1
-2,46006.0,1
0,-70066.0,1
-4,98698.0,1
8,-81132.0,1
1,-59085.0,1
2,-90696.0,1
0,-17588.0,1
-3,41247.0,1
4,-74278.0,1
-2,84192.0,1
3,-78719.0,1
-3,37144.0,1
8,-75833.0,1
6,-28516.0,1
7,-46275.0,1
-1,61183.0,1
5,-66527.0,1
-4,79056.0,1
25,-37374.0,1
-5,106711.0,1
2,-37298.0,1
0,-42343.0,1
16,-24628.0,1
-3,86336.0,1
13,-60437.0,1
-5,59579.0,1
0,-35378.0,1
1,-81882.0,1
1,-29084.0,1
3,-62485.0,1
-3,90192.0,1
2,-74843.0,1
-2,51170.0,1
-4,44884.0,1
8,-17332.0,1
3,-56390.0,1
-4,83962.0,1
6,-33631.0,1
-3,115847.0,1
7,-15922.0,1
-1,58451.0,1
13,-76503.0,1
0,-38355.0,1
12,-66206.0,1
-3,49292.0,1
1,-79415.0,1
8,-47260.0,1
3,-94535.0,1
1,-22293.0,1
8,-61462.0,1
5,-69613.0,1
2,-90080.0,1
7,-21727.0,1
0,-40183.0,1
6,-36654.0,1
23,-78059.0,1
23,-61585.0,1
7,-43845.0,1
4,-55262.0,1
-3,162018.0,1
1,-28034.0,1
1,-46109.0,1
3,-35323.0,1
-4,82040.0,1
3,-43054.0,1
-4,83690.0,1
-2,93053.0,1
-1,48028.0,1
-3,90768.0,1
5,-35800.0,1
2,-99452.0,1
0,-85171.0,1
-1,116280.0,1
3,-6847.0,1
-2,96283.0,1
0,-46033.0,1
13,-68710.0,1
-1,93518.0,1
-4,73635.0,1
3,-63627.0,1
17,-22825.0,1
-1,184284.0,1
1,-47706.0,1
9,-86459.0,1
0,-25094.0,1
0,-68265.0,1
7,-96688.0,1
10,-77016.0,1
6,-34182.0,1
1,-36850.0,1
6,-9760.0,1
4,-12436.0,1
2,-49053.0,1
-4,72592.0,1
13,-75217.0,1
4,-52240.0,1
4,-80609.0,1
7,-68261.0,1
-5,39901.0,1
-5,97742.0,1
14,-19264.0,1
8,-56462.0,1
17,-34366.0,1
-4,98088.0,1
5,-17984.0,1
-1,41483.0,1
-2,165221.0,1
10,-22475.0,1
3,-33239.0,1
4,-16451.0,1
-2,52889.0,1
20,-33473.0,1
0,-22897.0,1
-2,116994.0,1
-1,142900.0,1
6,-87388.0,1
13,-2503.0,1
-4,123076.0,1
0,-71808.0,1
0,-12117.0,1
-1,132813.0,1
-2,79989.0,1
-1,94938.0,1
-5,53859.0,1
4,-64979.0,1
4,-94718.0,1
4,-18281.0,1
14,-43003.0,1
-4,60631.0,1
-3,94354.0,1
-1,42805.0,1
8,-50450.0,1
9,-54586.0,1
5,-40383.0,1
7,-96552.0,1
9,-64684.0,1
7,-64306.0,1
-2,82416.0,1
-5,91010.0,1
-4,156032.0,1
2,-10542.0,1
3,-84085.0,1
0,-56915.0,1
-1,50843.0,1
-5,49488.0,1
8,-40031.0,1
3,-9173.0,1
0,-28546.0,1
-1,62294.0,1
-5,87408.0,1
-1,50646.0,1
4,-43712.0,1
-1,50070.0,1
13,-91178.0,1
6,-49481.0,1
-2,125772.0,1
3,-47951.0,1
0,-23610.0,1
8,-24631.0,1
-1,100659.0,1
15,-24360.0,1
-3,60327.0,1
18,-53713.0,1
-1,43393.0,1
-2,38985.0,1
2,-4688.0,1
-4,92011.0,1
2,-4536.0,1
3,-23844.0,1
9,-96434.0,1
-4,139780.0,1
3,-88684.0,1
-1,213734.0,1
-3,97389.0,1
3,-79135.0,1
3,-8348.0,1
1,-41291.0,1
0,-68640.0,1
7,-99228.0,1
-1,44559.0,1
-1,35597.0,1
4,-9130.0,1
-2,50408.0,1
4,-52097.0,1
8,-43802.0,1
-5,95891.0,1
1,-33660.0,1
2,-22678.0,1
-3,54234.0,1
0,-10084.0,1
8,-16771.0,1
-1,44062.0,1
5,-9236.0,1
-2,87292.0,1
2,-48585.0,1
10,-90368.0,1
9,-20634.0,1
-2,39921.0,1
3,-29242.0,1
5,-48142.0,1
-5,98609.0,1
-5,47099.0,1
1,-66816.0,1
2,-46880.0,1
2,-11379.0,1
8,-66989.0,1
-4,136411.0,1
2,-38302.0,1
9,-64715.0,1
2,-52132.0,1
7,-74636.0,1
17,-38525.0,1
10,-46336.0,1
8,-61201.0,1
10,-9212.0,1
7,-78778.0,1
13,-23139.0,1
-2,49523.0,1
0,-94893.0,1
-4,48618.0,1
2,-2435.0,1
-5,86122.0,1
14,-94772.0,1
9,-78283.0,1
1,-38270.0,1
6,-74288.0,1
16,-69835.0,1
-2,144471.0,1
5,-23888.0,1
10,-83417.0,1
-4,41782.0,1
-5,80952.0,1
3,-25858.0,1
-5,59008.0,1
-3,46287.0,1
4,-56102.0,1
7,-73396.0,1
-1,46626.0,1
2,-22676.0,1
-2,52210.0,1
3,-97802.0,1
3,-76310.0,1
3,-98299.0,1
7,-44101.0,1
18,-40134.0,1
11,-90682.0,1
-1,138797.0,1
-2,159284.0,1
11,-28410.0,1
1,-48915.0,1
1,-43789.0,1
-3,137642.0,1
-1,46528.0,1
-3,132809.0,1
4,-49270.0,1
15,-41061.0,1
6,-90055.0,1
-3,84465.0,1
-4,125158.0,1
20,-50259.0,1
4,-15880.0,1
-4,92087.0,1
-1,60563.0,1
-2,55832.0,1
-2,97957.0,1
-1,42801.0,1
3,-8842.0,1
-5,47157.0,1
3,-76489.0,1
-2,105877.0,1
-3,91590.0,1
4,-93478.0,1
15,-45454.0,1
-2,152902.0,1
2,-35243.0,1
1,-97990.0,1
0,-96092.0,1
-2,68368.0,1
10,-26578.0,1
-4,77415.0,1
3,-68635.0,1
6,-95290.0,1
7,-41358.0,1
24,-69711.0,1
-4,47671.0,1
-2,67398.0,1
-5,64987.0,1
3,-74285.0,1
4,-56679.0,1
-1,159228.0,1
-5,96335.0,1
2,-33262.0,1
1,-45641.0,1
-1,48079.0,1
7,-99868.0,1
14,-70155.0,1
-3,52707.0,1
-4,162734.0,1
-3,41939.0,1
-3,94335.0,1
4,-90445.0,1
13,-61771.0,1
-3,45959.0,1
2,-29499.0,1
10,-89342.0,1
2,-63183.0,1
4,-54049.0,1
30,-69068.0,1
11,-17072.0,1
1,-86711.0,1
-1,135390.0,1
-1,80036.0,1
2,-47154.0,1
11,-79385.0,1
4,-94463.0,1
14,-54383.0,1
1,-32839.0,1
-3,154465.0,1
6,-83087.0,1
-3,163030.0,1
8,-99780.0,1
4,-67.0,1
-2,53016.0,1
-3,100507.0,1
-2,70566.0,1
7,-33942.0,1
3,-13372.0,1
6,-88762.0,1
-1,50446.0,1
-1,56287.0,1
11,-15588.0,1
-4,74837.0,1
7,-47089.0,1
-4,81638.0,1
2,-69238.0,1
-4,46226.0,1
-5,97748.0,1
-2,55993.0,1
6,-31522.0,1
3,-45532.0,1
4,-39087.0,1
-2,96269.0,1
-1,40096.0,1
-1,196183.0,1
2,-17555.0,1
6,-93071.0,1
-3,118178.0,1
-1,43764.0,1
4,-90967.0,1
15,-12591.0,1
-4,75167.0,1
2,-41118.0,1
-4,55560.0,1
5,-2240.0,1
15,-34320.0,1
8,-89887.0,1
1,-47342.0,1
5,-85981.0,1
7,-18500.0,1
1,-59840.0,1
4,-44351.0,1
8,-68166.0,1
7,-22428.0,1
0,-63709.0,1
-2,176692.0,1
6,-24795.0,1
-1,50043.0,1
6,-71303.0,1
-3,58078.0,1
-1,87703.0,1
3,-60980.0,1
-5,70900.0,1
-3,55692.0,1
-1,78240.0,1
6,-77450.0,1
-3,107815.0,1
-3,117104.0,1
-4,89688.0,1
8,-9331.0,1
-2,135409.0,1
-5,93668.0,1
2,-45659.0,1
21,-48255.0,1
2,-10658.0,1
-1,88639.0,1
7,-77761.0,1
-1,53526.0,1
5,-59317.0,1
12,-6541.0,1
3,-10322.0,1
0,-57650.0,1
8,-34684.0,1
10,-69059.0,1
9,-12909.0,1
5,-3067.0,1
1,-703.0,1
-3,140171.0,1
-4,145531.0,1
-4,129834.0,1
13,-6969.0,1
-4,96878.0,1
2,-33590.0,1
-4,134843.0,1
7,-32303.0,1
-2,259145.0,1
-5,50619.0,1
-5,89098.0,1
6,-5751.0,1
3,-71689.0,1
2,-51220.0,1
-3,90301.0,1
-3,79582.0,1
-3,58600.0,1
1,-3830.0,1
7,-94772.0,1
-3,61652.0,1
-4,119737.0,1
6,-3587.0,1
5,-39496.0,1
-2,93623.0,1
4,-16354.0,1
-5,42526.0,1
-3,54897.0,1
3,-91336.0,1
14,-41837.0,1
7,-85143.0,1
2,-69833.0,1
5,-87879.0,1
-4,171894.0,1
-2,58587.0,1
4,-80606.0,1
-5,113553.0,1
2,-48891.0,1
-4,48718.0,1
26,-29687.0,1
-5,52792.0,1
-5,135139.0,1
6,-44008.0,1
-2,139278.0,1
-1,48203.0,1
3,-45397.0,1
0,-16683.0,1
-4,86442.0,1
-3,61690.0,1
-1,53665.0,1
2,-60081.0,1
-4,44937.0,1
1,-4384.0,1
0,-55657.0,1
7,-97929.0,1
10,-9219.0,1
0,-89227.0,1
0,-59040.0,1
4,-59059.0,1
3,-39712.0,1
5,-32728.0,1
1,-64798.0,1
-5,40913.0,1
0,-27779.0,1
3,-90906.0,1
-5,102318.0,1
-2,77587.0,1
13,-81230.0,1
-5,56337.0,1
0,-491.0,1
-2,107317.0,1
-2,49878.0,1
-1,123742.0,1
-2,107697.0,1
-2,38752.0,1
13,-27889.0,1
-3,75276.0,1
6,-92173.0,1
8,-54499.0,1
8,-14955.0,1
-3,39659.0,1
-5,59656.0,1
23,-64656.0,1
5,-2904.0,1
-3,46846.0,1
4,-27414.0,1
0,-14638.0,1
1,-67706.0,1
-5,52404.0,1
0,-11958.0,1
2,-37909.0,1
6,-12265.0,1
7,-70245.0,1
0,-90987.0,1
0,-3906.0,1
0,-51602.0,1
4,-14350.0,1
0,-8802.0,1
3,-40800.0,1
12,-43863.0,1
-5,175341.0,1
2,-96157.0,1
5,-38227.0,1
-4,245667.0,1
23,-14051.0,1
7,-7110.0,1
8,-78484.0,1
-4,47881.0,1
3,-61281.0,1
0,-59430.0,1
-5,60325.0,1
-5,44492.0,1
3,-61410.0,1
1,-72868.0,1
-5,87181.0,1
-4,124622.0,1
-5,86489.0,1
5,-36600.0,1
2,-8108.0,1
-2,80602.0,1
-1,50068.0,1
17,-48543.0,1
-1,77087.0,1
13,-50541.0,1
-5,39689.0,1
-1,59562.0,1
4,-21497.0,1
8,-35289.0,1
5,-38268.0,1
-5,105556.0,1
2,-32133.0,1
-5,50033.0,1
3,-25373.0,1
7,-64436.0,1
-3,155468.0,1
7,-69518.0,1
8,-58936.0,1
2,-39528.0,1
3,-68147.0,1
-5,83043.0,1
-2,84048.0,1
11,-93560.0,1
-4,60726.0,1
-5,92887.0,1
-4,49073.0,1
3,-4019.0,1
-3,86017.0,1
2,-58174.0,1
1,-75507.0,1
6,-82317.0,1
2,-97211.0,1
8,-22476.0,1
1,-6793.0,1
6,-4186.0,1
5,-86198.0,1
4,-82560.0,1
-4,79878.0,1
1,-84504.0,1
-5,161746.0,1
-2,98275.0,1
-3,66392.0,1
-2,77657.0,1
-4,63518.0,1
7,-73663.0,1
-2,104718.0,1
-2,126629.0,1
-5,79108.0,1
25,-88539.0,1
3,-6695.0,1
4,-54834.0,1
-2,81356.0,1
13,-96879.0,1
5,-60850.0,1
-3,131462.0,1
14,-26727.0,1
4,-1973.0,1
-1,120007.0,1
10,-10074.0,1
8,-14795.0,1
14,-78145.0,1
5,-47378.0,1
-1,132901.0,1
-2,41751.0,1
2,-87025.0,1
7,-63807.0,1
-5,130881.0,1
4,-77573.0,1
2,-57547.0,1
11,-42750.0,1
0,-68250.0,1
6,-13883.0,1
8,-87881.0,1
13,-77509.0,1
11,-18108.0,1
-5,86222.0,1
7,-78335.0,1
5,-49647.0,1
0,-5832.0,1
-4,61784.0,1
-1,82073.0,1
-2,59228.0,1
-1,58237.0,1
-5,70935.0,1
4,-78580.0,1
12,-24044.0,1
-3,117583.0,1
3,-9335.0,1
0,-96146.0,1
-1,56211.0,1
1,-72603.0,1
4,-134.0,1
3,-75170.0,1
-3,87692.0,1
-2,131580.0,1
6,-28906.0,1
16,-20996.0,1
5,-52140.0,1
11,-93466.0,1
-3,61906.0,1
-2,52780.0,1
10,-26952.0,1
-2,88148.0,1
0,-61948.0,1
-3,211276.0,1
8,-53232.0,1
-4,56329.0,1
3,-82649.0,1
8,-91178.0,1
-4,77067.0,1
4,-84768.0,1
-2,50868.0,1
4,-54391.0,1
-2,168190.0,1
3,-40087.0,1
10,-75019.0,1
21,-58487.0,1
-2,258970.0,1
-1,45516.0,1
2,-82729.0,1
14,-86442.0,1
-1,162394.0,1
3,-81194.0,1
1,-34947.0,1
0,-22012.0,1
19,-23203.0,1
-3,160019.0,1
-3,51063.0,1
4,-19370.0,1
4,-664.0,1
0,-6320.0,1
4,-16189.0,1
-5,133715.0,1
-4,95825.0,1
-4,91288.0,1
-3,47097.0,1
-1,46409.0,1
0,-92265.0,1
-4,43767.0,1
3,-98446.0,1
-3,44216.0,1
7,-8991.0,1
-2,52714.0,1
16,-54600.0,1
0,-32680.0,1
7,-89232.0,1
-4,51342.0,1
4,-2452.0,1
-5,91835.0,1
11,-50948.0,1
1,-61707.0,1
4,-89530.0,1
5,-93853.0,1
5,-57064.0,1
-2,129725.0,1
6,-2323.0,1
6,-68396.0,1
14,-10055.0,1
5,-12005.0,1
3,-79518.0,1
1,-94014.0,1
-4,50884.0,1
-1,93489.0,1
2,-94817.0,1
2,-67705.0,1
1,-98563.0,1
-1,97954.0,1
3,-58347.0,1
8,-29843.0,1
7,-7721.0,1
13,-21585.0,1
10,-27516.0,1
8,-99669.0,1
-2,91386.0,1
-5,96551.0,1
0,-18045.0,1
5,-47642.0,1
8,-43373.0,1
27,-40528.0,1
0,-48892.0,1
10,-79564.0,1
13,-27225.0,1
-2,101234.0,1
-3,90659.0,1
-4,101943.0,1
-4,95894.0,1
8,-29379.0,1
-2,200107.0,1
2,-10923.0,1
7,-13472.0,1
7,-53761.0,1
-3,82042.0,1
3,-33919.0,1
-2,90196.0,1
0,-24488.0,1
-1,81370.0,1
-2,43489.0,1
-4,64306.0,1
-3,80497.0,1
5,-85638.0,1
-3,102538.0,1
5,-6020.0,1
4,-48189.0,1
-2,83973.0,1
9,-77263.0,1
-3,61474.0,1
1,-31545.0,1
28,-81485.0,1
-4,103525.0,1
-1,80741.0,1
-1,158149.0,1
-3,91337.0,1
6,-70515.0,1
1,-4795.0,1
-2,60502.0,1
-3,143492.0,1
-4,79923.0,1
-2,129369.0,1
4,-72549.0,1
-4,47888.0,1
-3,52587.0,1
10,-73552.0,1
2,-38749.0,1
-1,62808.0,1
10,-54929.0,1
1,-4524.0,1
8,-79983.0,1
3,-39877.0,1
3,-14029.0,1
21,-26601.0,1
6,-36071.0,1
3,-41367.0,1
13,-54268.0,1
0,-45495.0,1
17,-79758.0,1
13,-2959.0,1
-4,75842.0,1
-3,168492.0,1
-3,95015.0,1
-4,95702.0,1
-5,53610.0,1
-3,41519.0,1
-3,53393.0,1
9,-50311.0,1
4,-18863.0,1
-1,90417.0,1
5,-32282.0,1
2,-99605.0,1
4,-31488.0,1
13,-95671.0,1
9,-49901.0,1
0,-72666.0,1
-2,79977.0,1
-5,84095.0,1
4,-10282.0,1
-4,87311.0,1
0,-67295.0,1
-2,55457.0,1
3,-80167.0,1
-1,54893.0,1
1,-76692.0,1
-3,171850.0,1
4,-40234.0,1
0,-65480.0,1
0,-87654.0,1
2,-54609.0,1
8,-11573.0,1
4,-79115.0,1
13,-75330.0,1
5,-52757.0,1
5,-73138.0,1
1,-24573.0,1
4,-82312.0,1
-2,120198.0,1
-1,158861.0,1
1,-12715.0,1
-2,95027.0,1
